#             x	              y
 0.00000000e+00	-5.32649046e-02
 1.00100100e-03	 5.73137684e-01
 2.00200200e-03	-1.98403586e-01
 3.00300300e-03	-2.77380681e-01
 4.00400400e-03	 2.48751437e-01
 5.00500501e-03	-8.63844760e-04
 6.00600601e-03	-4.76578548e-01
 7.00700701e-03	-4.64848909e-01
 8.00800801e-03	 1.02531422e-01
 9.00900901e-03	 3.96895635e-01
 1.00100100e-02	-5.94993188e-03
 1.10110110e-02	-4.73922541e-01
 1.20120120e-02	-2.05944141e-02
 1.30130130e-02	 3.24660518e-01
 1.40140140e-02	 7.10700061e-03
 1.50150150e-02	 2.13245075e-01
 1.60160160e-02	 4.61395906e-01
 1.70170170e-02	-2.44573064e-01
 1.80180180e-02	-1.13082990e-02
 1.90190190e-02	 1.34636729e-01
 2.00200200e-02	-2.95266953e-02
 2.10210210e-02	 1.18925602e-01
 2.20220220e-02	 3.96020460e-01
 2.30230230e-02	 2.61917774e-01
 2.40240240e-02	 4.50993655e-02
 2.50250250e-02	 9.80335766e-02
 2.60260260e-02	 9.82965566e-01
 2.70270270e-02	 2.90012277e-01
 2.80280280e-02	 2.09653038e-01
 2.90290290e-02	-2.28153710e-01
 3.00300300e-02	 4.49200898e-01
 3.10310310e-02	 5.94770773e-01
 3.20320320e-02	-6.06095703e-02
 3.30330330e-02	-3.80195863e-01
 3.40340340e-02	 1.73362139e-01
 3.50350350e-02	 1.97474997e-01
 3.60360360e-02	 6.60778477e-01
 3.70370370e-02	 1.00105622e-01
 3.80380380e-02	 1.68585972e-01
 3.90390390e-02	 3.50966464e-01
 4.00400400e-02	 2.62098295e-01
 4.10410410e-02	 1.60617882e-01
 4.20420420e-02	-1.74675479e-01
 4.30430430e-02	 4.56970302e-01
 4.40440440e-02	 4.77982559e-01
 4.50450450e-02	-2.67761190e-02
 4.60460460e-02	 8.60444572e-01
 4.70470470e-02	 6.61421304e-01
 4.80480480e-02	 1.88158233e-01
 4.90490490e-02	-5.72842743e-01
 5.00500501e-02	 1.30179648e-01
 5.10510511e-02	-3.05920123e-01
 5.20520521e-02	 6.37377794e-01
 5.30530531e-02	 3.02849247e-01
 5.40540541e-02	 1.71274036e-01
 5.50550551e-02	 4.19521483e-01
 5.60560561e-02	 1.59374964e-01
 5.70570571e-02	 6.61718752e-01
 5.80580581e-02	 5.79226526e-01
 5.90590591e-02	 7.70549765e-01
 6.00600601e-02	-2.49428824e-01
 6.10610611e-02	-1.34265810e-03
 6.20620621e-02	 6.62158374e-01
 6.30630631e-02	 7.83164512e-01
 6.40640641e-02	-2.03521572e-01
 6.50650651e-02	 6.21865223e-01
 6.60660661e-02	 1.01870380e+00
 6.70670671e-02	 4.58894920e-01
 6.80680681e-02	 6.10885295e-01
 6.90690691e-02	 8.53682336e-01
 7.00700701e-02	 7.57250898e-01
 7.10710711e-02	 4.61015074e-01
 7.20720721e-02	 2.94616887e-01
 7.30730731e-02	 3.30138156e-01
 7.40740741e-02	 5.27523853e-01
 7.50750751e-02	 8.10944793e-01
 7.60760761e-02	 4.63353470e-01
 7.70770771e-02	 1.94555895e-01
 7.80780781e-02	 1.04995549e+00
 7.90790791e-02	 3.61454770e-01
 8.00800801e-02	 4.53235629e-01
 8.10810811e-02	 4.85457280e-01
 8.20820821e-02	 1.42141621e-01
 8.30830831e-02	 8.78861440e-01
 8.40840841e-02	 1.09528853e+00
 8.50850851e-02	-8.68289089e-02
 8.60860861e-02	 4.04036696e-01
 8.70870871e-02	 4.42563058e-01
 8.80880881e-02	 3.16891421e-01
 8.90890891e-02	 9.82014115e-01
 9.00900901e-02	 9.53099582e-02
 9.10910911e-02	 7.04408802e-01
 9.20920921e-02	 3.13295931e-01
 9.30930931e-02	 2.26800410e-01
 9.40940941e-02	-1.08495526e-01
 9.50950951e-02	 5.96072183e-01
 9.60960961e-02	 1.11749117e+00
 9.70970971e-02	 4.32093300e-01
 9.80980981e-02	 6.12092560e-01
 9.90990991e-02	 1.08366240e+00
 1.00100100e-01	 3.97006941e-01
 1.01101101e-01	 1.13342007e+00
 1.02102102e-01	 8.96214811e-01
 1.03103103e-01	 8.18673263e-01
 1.04104104e-01	 4.14260961e-01
 1.05105105e-01	 7.86665045e-01
 1.06106106e-01	-5.64267595e-03
 1.07107107e-01	 6.81894005e-01
 1.08108108e-01	 1.18838585e+00
 1.09109109e-01	 6.05746382e-01
 1.10110110e-01	 6.02049800e-01
 1.11111111e-01	 8.30959382e-01
 1.12112112e-01	 5.10174988e-01
 1.13113113e-01	 5.12991737e-01
 1.14114114e-01	 7.02754403e-01
 1.15115115e-01	 1.15749958e+00
 1.16116116e-01	 5.27627057e-01
 1.17117117e-01	 6.79894423e-01
 1.18118118e-01	 8.46391354e-01
 1.19119119e-01	 6.20299328e-01
 1.20120120e-01	 7.98579663e-01
 1.21121121e-01	 6.93754785e-01
 1.22122122e-01	 8.82776143e-01
